ID;Sex;Age;State;Account length;Phone number;Plans;Number vmail messages;Total day minutes;Total day calls;Total day charge;Total eve minutes;Total eve calls;Total eve charge;Total night minutes;Total night calls;Total night charge;Total intl minutes;Total intl calls;Total intl charge;Total charge;Customer service calls;Churn
96786;Female;40.0;OK;146;415 871 54 55;None;0;206.3;151.0;35.07;148.6;89.0;12.63;167.2;91.0;7.52;6.1;3.0;1.65;56.87;1;False
26478;Male;34.0;DE;92;415 747 77 39;Voice mail;33;243.1;92.0;41.33;213.8;92.0;18.17;228.7;104.0;10.29;12.1;2.0;3.27;73.06;2;False
61143;Female;30.0;GA;185;510 812 86 53;Voice mail;31;189.8;126.0;32.27;163.3;133.0;13.88;264.8;126.0;11.92;7.5;3.0;2.03;60.1;1;False
91166;Male;30.0;DC;148;415 175 88 89;None;0;202.0;102.0;34.34;243.2;128.0;20.67;261.3;90.0;11.76;10.9;3.0;2.94;69.71;1;False
97768;Female;24.0;AZ;94;408 855 72 47;Voice mail;38;170.1;124.0;28.92;193.3;116.0;16.43;105.9;73.0;4.77;12.8;4.0;3.46;53.58;1;False
31191;Female;17.0;AL;32;510 565 42 62;None;0;230.9;87.0;39.25;187.4;90.0;15.93;154.0;53.0;6.93;6.3;2.0;1.7;63.81;0;False
19422;Female;;CO;68;408 324 58 19;None;0;237.1;105.0;40.31;223.5;105.0;19.0;97.4;79.0;4.38;13.2;2.0;3.56;67.25;1;False
78756;Female;39.0;NH;64;408 933 48 70;Voice mail;27;182.1;91.0;30.96;169.7;98.0;14.42;164.7;86.0;7.41;10.6;5.0;2.86;55.65;2;False
35561;Female;38.0;NM;25;415 828 82 59;None;0;119.3;87.0;20.28;211.5;101.0;17.98;268.9;86.0;12.1;10.5;4.0;2.84;53.2;3;False
25482;Male;28.0;OR;65;415 800 14 23;None;0;116.8;87.0;19.86;178.9;93.0;15.21;182.4;150.0;8.21;14.1;2.0;3.81;47.09;1;False
63932;Male;31.0;LA;179;408 720 23 78;None;0;219.2;92.0;37.26;149.4;125.0;12.7;244.7;104.0;11.01;6.1;5.0;1.65;62.62;0;False
89437;Female;41.0;NE;94;415 582 15 35;None;0;252.6;104.0;42.94;169.0;125.0;14.37;170.9;106.0;7.69;11.1;7.0;3.0;68.0;2;False
95583;Female;26.0;MN;62;415 411 15 19;None;0;147.1;91.0;25.01;190.4;107.0;16.18;195.2;115.0;8.78;12.2;3.0;3.29;53.26;0;False
90547;Male;;MI;127;415 162 10 61;None;0;202.1;103.0;34.36;229.4;86.0;19.5;195.2;113.0;8.78;11.5;3.0;3.11;65.75;2;False
77761;Female;;AR;116;408 253 98 33;None;0;173.5;93.0;29.5;194.1;76.0;16.5;208.0;112.0;9.36;16.2;10.0;4.37;59.73;3;False
61998;Female;41.0;KS;70;408 785 99 40;None;0;232.1;122.0;39.46;292.3;112.0;24.85;201.2;112.0;9.05;0.0;0.0;0.0;73.36;3;False
91726;Male;26.0;WV;94;510 603 11 38;International, Voice mail;23;197.1;125.0;33.51;214.5;136.0;18.23;282.2;103.0;12.7;9.5;5.0;2.57;67.01;4;False
65189;Female;29.0;AK;126;415 978 21 52;None;0;58.2;94.0;9.89;138.7;118.0;11.79;136.8;91.0;6.16;11.9;1.0;3.21;31.05;5;True
95290;Female;46.0;NY;67;408 831 26 12;Voice mail;36;115.6;111.0;19.65;237.7;94.0;20.2;169.9;103.0;7.65;9.9;12.0;2.67;50.17;2;False
67661;Male;;NH;19;408 444 10 50;None;0;186.1;98.0;31.64;254.3;57.0;21.62;214.0;127.0;9.63;14.6;7.0;3.94;66.83;2;False
26476;Female;24.0;VA;170;510 407 73 99;International;0;259.9;68.0;44.18;245.0;122.0;20.83;134.4;121.0;6.05;8.4;3.0;2.27;73.33;3;False
48551;Male;;NM;73;415 248 46 42;None;0;214.3;145.0;36.43;268.5;135.0;22.82;241.2;92.0;10.85;10.8;13.0;2.92;73.02;1;False
98577;Female;;NY;106;408 288 82 22;;0;158.7;74.0;26.98;64.3;139.0;5.47;198.5;103.0;8.93;10.2;4.0;2.75;44.13;1;False
23829;Female;;AZ;93;415 443 66 93;None;0;271.6;71.0;46.17;229.4;108.0;19.5;77.3;121.0;3.48;10.9;3.0;2.94;72.09;2;False
29809;Female;;WY;164;510 843 34 77;None;0;160.6;111.0;27.3;163.2;126.0;13.87;187.1;112.0;8.42;9.0;3.0;2.43;52.02;1;False
53754;Female;;WA;51;408 829 69 68;None;0;232.4;109.0;39.51;187.4;95.0;15.93;231.2;107.0;10.4;9.1;3.0;2.46;68.3;1;False
51812;Female;43.0;CO;107;415 247 63 17;None;0;133.8;85.0;22.75;180.5;94.0;15.34;112.2;115.0;5.05;8.9;4.0;2.4;45.54;0;False
41869;Female;38.0;TX;130;415 369 60 81;None;0;176.9;109.0;30.07;90.7;104.0;7.71;238.0;69.0;10.71;9.5;2.0;2.57;51.06;1;False
50299;Female;46.0;KY;80;408 603 83 76;None;0;209.9;74.0;35.68;195.1;77.0;16.58;208.2;119.0;9.37;8.8;4.0;2.38;64.01;2;False
62472;Male;34.0;MT;94;415 330 28 91;None;0;137.5;118.0;23.38;203.2;88.0;17.27;150.0;131.0;6.75;13.4;2.0;3.62;51.02;0;False
64343;Female;;OK;118;408 583 21 41;Voice mail;23;289.5;52.0;49.22;166.6;111.0;14.16;119.1;88.0;5.36;9.5;4.0;2.57;71.31;1;False
89185;Male;;MD;117;415 364 85 21;Voice mail;23;198.1;86.0;33.68;177.0;86.0;15.05;180.5;92.0;8.12;6.8;6.0;1.84;58.69;1;False
80420;Male;;TN;78;415 108 12 34;None;0;149.7;119.0;25.45;182.2;115.0;15.49;261.5;126.0;11.77;9.7;8.0;2.62;55.33;0;False
47990;Female;40.0;TX;208;510 852 51 20;None;0;489.75;100.5;83.26;264.45;169.5;22.48;272.55;153.0;12.27;16.05;9.0;4.34;1.2235 hundred;2;True
75681;Female;42.0;ME;131;510 441 86 47;International, Voice mail;26;292.9;101.0;49.79;199.7;97.0;16.97;255.3;127.0;11.49;13.8;7.0;3.73;81.98;4;True
40586;Female;37.0;DC;63;408 600 26 53;None;0;83.0;64.0;14.11;177.0;106.0;15.05;245.7;89.0;11.06;13.0;3.0;3.51;43.73;o;False
19228;Female;;MN;53;415 900 75 13;Voice mail;24;145.7;146.0;24.77;220.5;136.0;18.74;249.9;96.0;11.25;13.1;5.0;3.54;58.3;3;False
96678;Female;41.0;DE;62;408 415 96 79;None;0;182.3;101.0;30.99;328.2;93.0;27.9;245.0;131.0;11.03;11.2;1.0;3.02;72.94;2;False
55344;Female;;MD;97;415 869 97 63;None;0;218.0;86.0;37.06;184.0;94.0;15.64;240.5;110.0;10.82;6.4;8.0;1.73;65.25;3;False
36559;Female;27.0;MI;105;510 439 43 13;None;0;140.6;109.0;23.9;178.6;51.0;15.18;217.0;83.0;9.76;6.8;3.0;1.84;50.68;2;False
12841;Male;;WA;157;415 734 48 72;None;0;152.7;105.0;25.96;257.5;80.0;21.89;198.1;93.0;8.91;9.4;4.0;2.54;59.3;1;False
52561;Male;31.0;MO;66;415 795 24 67;Voice mail;36;106.7;76.0;18.14;209.8;77.0;17.83;190.4;117.0;8.57;12.1;2.0;3.27;47.81;1;False
21356;Male;26.0;IN;122;415 944 49 71;None;0;243.8;98.0;41.45;83.9;72.0;7.13;179.8;84.0;8.09;13.7;8.0;3.7;60.37;2;False
88669;Male;;OR;38;415 924 89 12;None;0;194.4;94.0;33.05;186.7;95.0;15.87;223.3;90.0;10.05;10.8;5.0;2.92;61.89;3;False
15366;Female;39.0;MD;106;510 431 54 30;None;0;213.9;95.0;36.36;151.9;70.0;12.91;260.1;124.0;11.7;12.2;5.0;3.29;64.26;3;False
72312;Female;30.0;RI;99;510 198 82 84;None;0;217.2;112.0;36.92;246.7;89.0;20.97;226.1;89.0;10.17;15.8;7.0;4.27;72.33;3;False
21514;Female;;LA;99;415 544 76 75;;0;241.1;72.0;40.99;155.6;98.0;13.23;188.2;109.0;8.47;11.6;10.0;3.13;65.82;1;False
28928;Female;22.0;AZ;144;510 849 72 90;International;0;203.5;100.0;34.6;247.6;103.0;21.05;194.3;94.0;8.74;11.9;11.0;3.21;67.6;0;False
81624;Male;41.0;PA;82;415 104 73 64;Voice mail;24;155.2;131.0;26.38;244.5;106.0;20.78;122.4;68.0;5.51;10.7;3.0;2.89;55.56;1;False
25666;Male;31.0;AZ;86;408 856 78 53;Voice mail;31;167.6;139.0;28.49;113.0;118.0;9.61;246.9;121.0;11.11;12.2;6.0;3.29;52.5;1;False
86992;Male;47.0;FL;70;510 931 18 32;International;0;226,7;98.0;38.54;228.1;115.0;19.39;73.2;93.0;3.29;17.6;4.0;4.75;65.97;2;True
67929;Male;33.0;LA;93;415 623 26 65;None;0;179.3;93.0;30.48;178.6;98.0;15.18;225.2;131.0;10.13;11.5;6.0;3.11;58.9;3;False
33617;Female;26.0;FL;93;415 892 88 31;None;0;151.4;89.0;25.74;186.4;76.0;15.84;172.5;120.0;7.76;10.9;3.0;2.94;52.28;0;False
56096;Female;40.0;FL;120;415 885 77 10;None;0;180.0;80.0;30.6;224.2;82.0;19.06;265.4;91.0;11.94;4.7;7.0;1.27;62.87;3;False
77378;Male;27.0;MD;136;415 309 38 13;None;0;250.2;121.0;42.53;267.1;118.0;22.7;151.0;114.0;6.8;13.0;2.0;3.51;75.54;1;True
71945;Female;;AL;106;415 466 54 12;None;0;223.0;121.0;37.91;110.1;98.0;9.36;188.7;107.0;8.49;7.1;12.0;1.92;57.68;0;False
16697;Female;54.0;WA;81;415 819 58 63;None;0;183.6;116.0;31.21;152.6;98.0;12.97;212.2;99.0;9.55;12.2;6.0;3.29;57.02;3;False
87554;Female;26.0;TN;127;408 497 27 37;Voice mail;22;166.0;114.0;28.22;174.5;103.0;14.83;244.9;68.0;11.02;10.2;6.0;2.75;56.82;1;False
57294;Female;28.0;MS;65;415 830 62 34;None;0;136.1;112.0;23.14;272.9;96.0;23.2;220.2;104.0;9.91;4.4;2.0;1.19;57.44;1;False
71636;Female;33.0;ME;35;408 239 16 81;None;0;149.3;113.0;25.38;242.2;122.0;20.59;174.3;104.0;7.84;8.9;6.0;2.4;56.21;2;False
50153;Male;38.0;OK;88;408 548 50 61;None;0;65.4;97.0;11.12;168.2;76.0;14.3;236.0;113.0;10.62;13.8;1.0;3.73;39.77;2;False
54584;Female;35.0;IN;65;415 357 42 77;None;0;213.4;111.0;36.28;234.5;94.0;19.93;250.1;123.0;11.25;2.7;4.0;0.73;68.19;1;False
31009;Male;38.0;MO;123;415 673 73 61;None;0;206.9;85.0;35.17;244.7;78.0;20.8;221.5;136.0;9.97;7.7;2.0;2.08;68.02;3;False
53724;Male;33.0;IA;126;408 481 94 78;Voice mail;27;186.2;78.0;31.65;189.6;83.0;16.12;76.5;139.0;3.44;9.6;3.0;2.59;53.8;2;False
45247;Female;33.0;VA;104;415 227 19 32;Voice mail;23;280.2;136.0;47.63;220.5;92.0;18.74;136.9;102.0;6.16;13.3;3.0;3.59;76.12;4;False
16598;Male;39.0;KY;45;415 795 22 35;Voice mail;22;196.6;84.0;33.42;313.2;92.0;26.62;163.3;108.0;7.35;11.9;3.0;3.21;70.6;0;False
56466;Male;34.0;MD;93;408 698 77 32;International;0;312.0;109.0;53.04;129.4;100.0;11.0;217.6;74.0;9.79;10.5;2.0;2.84;76.67;0;True
77491;Female;38.0;OH;63;415 836 97 14;International, Voice mail;36;199.0;110.0;33.83;291.3;111.0;24.76;197.6;92.0;8.89;11.0;6.0;2.97;70.45;1;False
34391;Male;32.0;OK;100;415 638 10 24;None;0;203.1;96.0;34.53;217.0;126.0;18.45;180.9;122.0;8.14;13.5;2.0;3.65;64.77;3;False
53481;Male;41.0;NV;53;415 327 97 51;None;0;168.8;97.0;28.7;220.3;87.0;18.73;154.3;113.0;6.94;10.9;2.0;2.94;57.31;0;False
14990;Male;40.0;ID;92;415 979 10 48;International;0;173.1;140.0;29.43;240.3;105.0;20.43;233.2;117.0;10.49;9.0;5.0;2.43;62.78;1;False
88311;Female;20.0;MN;139;510 736 26 40;;0;134.4;106.0;22.85;211.3;98.0;17.96;193.6;125.0;8.71;10.2;2.0;2.75;52.27;5;True
23989;Female;44.0;SD;110;408 466 85 63;Voice mail;40;202.6;103.0;34.44;118.8;128.0;10.1;234.9;98.0;10.57;9.0;9.0;2.43;57.54;2;False
10464;Female;35.0;IL;110;408 364 92 24;None;0;74.5;117.0;12.67;200.8;98.0;17.07;192.2;101.0;8.65;9.8;7.0;2.65;41.04;3;False
84265;Female;34.0;WY;215;510 752 91 22;None;0;83.6;148.0;14.21;120.9;91.0;10.28;226.6;110.0;10.2;10.7;9.0;2.89;37.58;0;False
83430;Male;28.0;AL;73;415 905 25 67;None;0;192.2;86.0;32.67;168.6;116.0;14.33;139.8;87.0;6.29;9.4;6.0;2.54;55.83;1;False
98164;Female;37.0;NJ;138;510 913 46 41;None;0;220.2;89.0;37.43;88.3;125.0;7.51;195.3;79.0;8.79;12.9;5.0;3.48;57.21;0;False
72581;Male;35.0;NV;137;415 943 17 90;International;0;135.1;95.0;22.97;134.1;102.0;11.4;223.1;81.0;10.04;12.3;2.0;3.32;47.73;2;True
90735;Male;;IN;36;415 210 84 39;None;0;253.4;77.0;43.08;182.4;151.0;15.5;275.8;103.0;12.41;8.4;2.0;2.27;73.26;1;False
22471;Female;43.0;WV;85;408 846 94 92;None;0;225.0;81.0;38.25;176.9;63.0;15.04;194.3;110.0;8.74;7.1;2.0;1.92;63.95;3;False
12065;Male;42.0;VA;108;408 482 98 55;None;0;198,5;99.0;33.75;267.8;60.0;22.76;354.9;75.0;15.97;9.4;3.0;2.54;75.02;0;True
34552;Female;42.0;SC;22;408 548 90 76;None;0;110.3;107.0;18.75;166.5;93.0;14.15;202.3;96.0;9.1;9.5;5.0;2.57;44.57;0;False
62993;Male;34.0;RI;107;415 168 78 83;Voice mail;37;60.0;102.0;10.2;102.2;80.0;8.69;261.8;106.0;11.78;11.1;3.0;3.0;33.67;0;False
56839;Female;31.0;IN;51;510 730 93 63;None;0;214.8;94.0;36.52;149.7;58.0;12.72;283.4;66.0;12.75;10.2;5.0;2.75;64.74;0;False
17552;Male;35.0;AZ;94;408 296 19 66;None;0;181.8;85.0;30.91;202.4;98.0;17.2;245.9;97.0;11.07;9.2;2.0;2.48;61.66;4;False
35375;Male;;NM;119;510 768 35 13;Voice mail;23;154.0;114.0;26.18;278.0;137.0;23.63;228.4;112.0;10.28;11.8;4.0;3.19;63.28;2;False
76688;Female;28.0;OR;33;415 423 23 19;Voice mail;29;157.4;99.0;26.76;117.9;80.0;10.02;279.2;79.0;12.56;13.9;11.0;3.75;53.09;4;True
23751;Female;25.0;NJ;106;415 123 48 66;;0;207.9;91.0;35.34;172.0;109.0;14.62;191.8;143.0;8.63;14.4;7.0;3.89;62.48;4;False
91390;Male;33.0;MS;82;408 145 95 96;None;0;207.0;90.0;35.19;232.9;83.0;19.8;172.4;108.0;7.76;9.1;8.0;2.46;65.21;3;False
63750;Male;;MI;86;510 841 96 32;Voice mail;41;119.0;101.0;20.23;230.0;134.0;19.55;236.9;58.0;10.66;9.5;3.0;2.57;53.01;0;False
91396;Male;40.0;TX;97;415 420 89 53;International;0;143.7;117.0;24.43;273.0;82.0;23.21;178.3;81.0;8.02;10.9;3.0;2.94;58.6;0;False
98283;Male;;FL;106;408 461 37 82;Voice mail;32;165.9;126.0;28.2;216.5;93.0;18.4;173.1;86.0;7.79;14.1;8.0;3.81;58.2;4;False
92251;Male;;DC;108;510 261 30 56;None;0;138.6;122.0;23.56;172.3;117.0;14.65;231.6;92.0;10.42;9.8;3.0;2.65;51.28;1;False
97169;Male;35.0;TX;114;415 580 45 14;None;0;84.7;118.0;14.4;249.9;86.0;21.24;193.4;95.0;8.7;14.5;8.0;3.92;48.26;1;False
39666;Male;36.0;KS;92;408 724 36 44;International;0;62.6;111.0;10.64;180.6;126.0;15.35;221.7;80.0;9.98;10.4;2.0;2.81;38.78;1;True
71376;Male;;UT;59;510 858 35 20;None;0;155.2;79.0;26.38;235.3;123.0;20.0;169.4;80.0;7.62;8.7;4.0;2.35;56.35;1;False
94257;Female;35.0;MN;24;510 970 61 10;Voice mail;25;164.9;110.0;28.03;209.3;105.0;17.79;231.2;55.0;10.4;6.7;9.0;1.81;58.03;1;False
53082;Female;29.0;IL;151;408 971 57 15;None;0;134.5;88.0;22.87;143.1;112.0;12.16;223.9;61.0;10.08;15.4;1.0;4.16;49.27;1;False
50022;Male;36.0;NM;117;415 850 76 17;None;0;143.3;103.0;24.36;211.3;108.0;17.96;185.2;96.0;8.33;11.5;3.0;3.11;53.76;1;False
78613;Female;35.0;SC;78;510 376 10 83;None;0;168.3;110.0;28.61;221.2;73.0;18.8;241.0;136.0;10.85;12.5;1.0;3.38;61.64;1;False
79431;Female;30.0;NC;155;408 893 88 64;None;0;262.4;55.0;44.61;194.6;113.0;16.54;146.5;85.0;6.59;8.3;6.0;2.24;69.98;2;False
50056;Female;33.0;WV;114;510 329 82 49;Voice mail;30;206.2;79.0;35.05;260.0;91.0;22.1;291.6;83.0;13.12;11.4;6.0;3.08;73.35;1;False
23286;Female;;RI;114;510 186 49 15;Voice mail;28;225.8;94.0;38.39;193.0;117.0;16.41;232.4;100.0;10.46;8.4;9.0;2.27;67.53;4;False
29131;Male;;NH;119;408 417 95 65;None;0;138.3;89.0;23.51;170.5;78.0;14.49;263.9;98.0;11.88;13.5;6.0;3.65;53.53;3;False
97216;Female;44.0;MO;64;510 939 81 56;Voice mail;48;94.4;104.0;16.05;136.2;101.0;11.58;147.4;89.0;6.63;4.5;4.0;1.22;35.48;0;False
69893;Female;;MA;118;408 364 92 59;International;0;160.0;123.0;27.2;175.4;96.0;14.91;184.8;99.0;8.32;9.9;3.0;2.67;53.1;2;False
15883;Male;34.0;PA;101;415 331 72 21;None;0;206.6;105.0;35.12;224.9;117.0;19.12;249.9;100.0;11.25;14.6;3.0;3.94;69.43;0;False
61723;Male;32.0;OK;117;415 173 88 17;None;0;134.7;121.0;22.9;180.0;83.0;15.3;200.9;104.0;9.04;7.7;3.0;2.08;49.32;1;False
94807;Male;;AL;49;415 474 24 53;Voice mail;28;214.4;78.0;36.45;235.2;100.0;19.99;206.2;107.0;9.28;8,0;13.0;2.16;67.88;3;False
26160;Male;37.0;WY;139;415 587 59 12;None;0;192.8;104.0;32.78;234.4;96.0;19.92;203.2;101.0;9.14;13.0;3.0;3.51;65.35;3;False
29568;Female;;PA;92;408 191 78 46;Voice mail;28;151.1;90.0;25.69;194.8;79.0;16.56;239.2;114.0;10.76;10.0;3.0;2.7;55.71;1;False
11827;Male;;WA;83;415 299 29 54;None;0;221.4;103.0;37.64;231.8;103.0;19.7;122.5;100.0;5.51;9.8;5.0;2.65;65.5;3;False
96410;Male;;HI;148;510 643 67 51;International;0;218.9;88.0;37.21;208.0;85.0;17.68;203.3;99.0;9.15;11,1;4.0;3.0;67.04;0;False
31645;Male;39.0;SD;144;408 566 36 62;Voice mail;48;189.8;96.0;32.27;123.4;67.0;10.49;214.2;106.0;9.64;6.5;2.0;1.76;54.16;2;True
55589;Female;;AL;131;415 848 91 79;Voice mail;25;192.7;85.0;32.76;225.9;105.0;19.2;254.2;59.0;11.44;10.9;6.0;2.94;66.34;2;False
90258;Female;;VT;146;510 387 76 46;International;0;204.4;135.0;34.75;219.1;90.0;18.62;222.7;114.0;10.02;10.5;6.0;2.84;66.23;3;False
30215;Female;32.0;MT;143;415 911 24 25;None;0;172,3;97.0;29.29;174.0;108.0;14.79;188.2;119.0;8.47;13.0;4.0;3.51;56.06;2;False
28695;Male;33.0;MN;81;415 905 86 31;None;0;198.4;93.0;33.73;210.9;108.0;17.93;193.3;71.0;8.7;10.4;6.0;2.81;63.17;2;False
66033;Female;42.0;AK;48;415 525 74 74;Voice mail;37;211.7;115.0;35.99;159.9;84.0;13.59;144.1;80.0;6.48;12.2;1.0;3.29;59.35;1;False
60794;Female;30.0;MI;86;415 311 63 44;Voice mail;28;221.6;74.0;37.67;288.4;100.0;24.51;240.3;105.0;10.81;9.0;2.0;2.43;75.42;1;False
58461;Male;36.0;DE;71;415 700 76 50;None;0;197.9;108.0;33.64;181.5;109.0;15.43;281.4;56.0;12.66;6.7;5.0;1.81;63.54;3;False
24104;Male;;SD;145;408 513 86 70;Voice mail;24;147.5;90.0;25.08;175.7;108.0;14.93;252.1;102.0;11.34;15.6;3.0;4.21;55.56;2;False
18397;Female;40.0;MI;137;510 937 43 28;None;0;206.4;122.0;35.09;128.0;102.0;10.88;194.5;84.0;8.75;8.8;5.0;2.38;57.1;2;False
72906;Male;;KS;137;408 947 18 47;None;0;205.9;88.0;35.0;209.3;86.0;17.79;289.9;84.0;13.05;14.5;4.0;3.92;69.76;2;False
22922;Male;35.0;AL;167;510 314 81 53;None;0;207.6;88.0;35.29;132.4;63.0;11.25;255.2;98.0;11.48;14.1;5.0;3.81;61.83;0;False
87010;Female;30.0;OK;89;510 297 44 57;None;0;303.9;95.0;51.66;260.9;114.0;22.18;312.1;89.0;14.04;5.3;3.0;1.43;89.31;1;True
72011;Male;;CT;199;415 671 42 41;Voice mail;34;230.6;121.0;39.2;219.4;99.0;18.65;299.3;94.0;13.47;8.0;2.0;2.16;73.48;0;False
36750;Female;29.0;NE;132;510 147 37 65;None;0;99.5;110.0;16.92;129.1;80.0;10.97;125.1;124.0;5.63;9.7;3.0;2.62;36.14;0;False
60371;Female;;WI;94;510 719 60 78;None;0;177.1;112.0;30.11;194.0;112.0;16.49;146.7;108.0;6.6;5.9;4.0;1.59;54.79;1;False
99557;Male;;CT;96;415 554 69 84;Voice mail;37;172.7;93.0;29.36;120.1;116.0;10.21;216.1;86.0;9.72;10.3;5.0;2.78;52.07;5;True
89666;Female;28.0;WI;96;510 567 83 31;Voice mail;18;172.7;86.0;29.36;133.4;113.0;11.34;259.5;70.0;11.68;9.8;3.0;2.65;55.03;1;False
62468;Male;42.0;IN;166;510 869 16 39;None;0;204.2;115.0;34.71;179.9;152.0;15.29;216.8;109.0;9.76;9.5;5.0;2.57;62.33;1;False
60116;Male;;DC;74;415 450 35 90;;0;85.7;83.0;14.57;247.7;67.0;21.05;142.4;85.0;6.41;10.1;5.0;2.73;44.76;2;False
85350;Male;24.0;AR;36;415 968 34 92;None;0;157.6;117.0;26.79;184.3;58.0;15.67;240.4;99.0;10.82;11.9;1.0;3.21;56.49;0;False
38445;Male;50.0;ME;113;415 339 94 66;None;0;215.5;129.0;36.64;218.7;117.0;18.59;207.1;91.0;9.32;6.6;9.0;1.78;66.33;4;False
56479;Female;35.0;MN;94;415 661 38 64;None;0;181.5;98.0;30.86;199.9;88.0;16.99;287.7;114.0;12.95;6.6;5.0;1.78;62.58;1;False
71450;Male;36.0;MD;67;415 228 97 59;None;0;171.7;80.0;29.19;110.4;81.0;9.38;195.4;111.0;8.79;11.9;4.0;3.21;50.57;2;False
40597;Male;30.0;FL;127;415 950 81 74;None;0;266.6;106.0;45.32;264.8;168.0;22.51;207.2;119.0;9.32;5.9;2.0;1.59;78.74;1;True
65144;Female;;RI;121;408 260 77 67;None;0;170.4;108.0;28.97;350.5;68.0;29.79;297.0;87.0;13.37;11.2;3.0;3.02;75.15;0;True
91322;Female;;IA;158;415 817 76 70;None;0;158.0;106.0;26.86;292.5;114.0;24.86;241.1;89.0;10.85;9.1;4.0;2.46;65.03;1;False
66264;Male;40.0;AZ;136;510 270 12 43;None;0;92.0;117.0;15.64;253.6;77.0;21.56;214.1;90.0;9.63;10.3;10.0;2.78;49.61;1;False
45925;Male;39.0;MO;196;415 849 25 23;None;0;234.0;109.0;39.78;249.5;114.0;21.21;173.1;70.0;7.79;9.1;5.0;2.46;71.24;2;False
51679;Male;25.0;VT;113;415 731 73 15;None;0;272.1;111.0;46.26;268.5;118.0;22.82;213.8;105.0;9.62;8.5;10.0;2.3;81.0;1;True
54826;Female;42.0;IN;122;408 260 27 21;None;0;296.4;99.0;50.39;214.8;89.0;18.26;133.9;107.0;6.03;11.4;3.0;3.08;77.76;4;True
49394;Female;35.0;RI;112;510 864 28 99;;0;194.4;101.0;33.05;190.3;82.0;16.18;183.4;107.0;8.25;11.4;2.0;3.08;60.56;0;False
81805;Female;;SD;209;415 618 65 15;None;0;227.2;128.0;38.62;258.4;92.0;21.96;183.5;74.0;8.26;8.9;4.0;2.4;71.24;3;False
95921;Male;36.0;MN;62;415 669 97 12;None;0;248.7;109.0;42.28;220.0;118.0;18.7;265.7;78.0;11.96;13.2;2.0;3.56;76.5;1;True
52538;Female;39.0;TX;110;415 100 61 56;Voice mail;38;236.3;102.0;40.17;195.9;112.0;16.65;183.5;82.0;8.26;9.7;6.0;2.62;67.7;1;False
61875;Male;;VA;16;510 551 53 36;None;0;205.6;69.0;34.95;169.5;93.0;14.41;220.1;64.0;9.9;10.9;3.0;2.94;62.2;0;False
20802;Male;38.0;MA;73;408 444 92 14;None;0;94.1;136.0;16.0;280.3;122.0;23.83;205.0;77.0;9.23;9.8;4.0;2.65;51.71;0;False
69421;Male;26.0;ID;128;408 342 15 89;None;0;125.2;99.0;21.28;205.4;107.0;17.46;254.4;111.0;11.45;18.9;2.0;5.1;55.29;0;False
30758;Female;36.0;MA;39;408 884 83 84;None;0;60.4;158.0;10.27;306.2;120.0;26.03;123.9;46.0;5.58;12.4;3.0;3.35;45.23;1;False
25688;Male;;GA;103;415 414 17 43;Voice mail;28;121.0;105.0;20.57;270.4;100.0;22.98;160.5;76.0;7.22;7.7;4.0;2.08;52.85;2;False
53764;Female;33.0;RI;119;415 830 32 18;Voice mail;29;117.8;66.0;20.03;256.8;114.0;21.83;147.6;76.0;6.64;7.6;3.0;2.05;50.55;3;False
46317;Female;47.0;ID;173;510 719 84 73;Voice mail;21;232.4;96.0;39.51;211.9;118.0;18.01;273.0;102.0;12.29;5.0;5.0;1.35;71.16;3;False
27036;Male;;SD;128;510 953 70 28;International, Voice mail;32;223.5;81.0;38.0;188.8;74.0;16.05;154.9;101.0;6.97;9.4;2.0;2.54;63.56;2;True
35046;Male;;MA;86;510 807 31 11;None;0;176.3;79.0;29.97;259.2;97.0;22.03;287.4;78.0;12.93;6.2;3.0;1.67;66.6;0;False
33957;Female;35.0;WY;114;415 733 15 62;Voice mail;32;125.2;79.0;21.28;177.8;105.0;15.11;232.4;89.0;10.46;12.9;3.0;3.48;50.33;1;False
27571;Female;;VA;104;408 741 55 55;None;0;138.7;107.0;23.58;256.9;113.0;21.84;234.9;74.0;10.57;10.0;3.0;2.7;58.69;0;False
51876;Male;;OR;148;415 505 82 27;None;0;86.3;134.0;14.67;246.6;92.0;20.96;251.6;91.0;11.32;11.3;4.0;3.05;50.0;1;False
80949;Female;34.0;VA;129;408 254 83 24;None;0;207.0;91.0;35.19;154.9;121.0;13.17;245.1;112.0;11.03;13.4;5.0;3.62;63.01;3;False
47697;Male;27.0;ME;100;510 123 91 54;Voice mail;30;58.8;104.0;10.0;219.5;107.0;18.66;152.3;118.0;6.85;7.1;3.0;1.92;37.43;0;False
40916;Female;;AL;121;408 855 88 45;Voice mail;35;68.7;95.0;11.68;209.2;69.0;17.78;197.4;42.0;8.88;11.4;4.0;3.08;41.42;1;False
26485;Male;41.0;GA;143;408 489 52 30;Voice mail;33;239.2;109.0;40.66;235.5;112.0;20.02;156.3;95.0;7.03;9.5;4.0;2.57;70.28;1;False
41275;Male;;IA;76;510 666 36 81;None;0;198.3;130.0;33.71;217.1;86.0;18.45;188.4;96.0;8.48;12,5;3.0;3.38;64.02;0;False
21215;Female;24.0;AZ;158;510 122 56 61;None;0;205.2;97.0;34.88;240.6;77.0;20.45;79.7;108.0;3.59;14.4;12.0;3.89;62.81;0;False
